platform,post_id,language,tracker_language,tracker_date,genre,emotion,post_created_date,created_time,data_fetched_time,permalink_url,post_impressions_unique,shares_count,comments_total,post_reactions_total
Facebook,138927162813391_1284381700390583,en,English,14-Dec-2025,Crime,Shock -VE,2025-12-14,2025-12-14T15:04:08+0000,2025-12-17 17:15:21,https://www.facebook.com/1277368791091874/posts/1284381700390583,5763,2,3,10
Facebook,138927162813391_1284204227074997,en,English,14-Dec-2025,Entertainment,Controversy,2025-12-14,2025-12-14T10:10:14+0000,2025-12-17 17:15:21,https://www.facebook.com/1277368791091874/posts/1284204227074997,8440,2,1,20
Facebook,138927162813391_1284100947085325,en,English,14-Dec-2025,Sports,Sadness,2025-12-14,2025-12-14T06:29:10+0000,2025-12-17 17:15:21,https://www.facebook.com/1277368791091874/posts/1284100947085325,2937,0,2,15
Facebook,138927162813391_1283934297101990,en,English,14-Dec-2025,Crime,Shock -VE,2025-12-14,2025-12-14T00:30:02+0000,2025-12-17 17:15:21,https://www.facebook.com/1277368791091874/posts/1283934297101990,1815,0,1,5
Facebook,138927162813391_1285108866984533,en,English,15-Dec-2025,Crime,Anger,2025-12-15,2025-12-15T14:44:22+0000,2025-12-18 09:00:10,https://www.facebook.com/1277368791091874/posts/1285108866984533,10007,2,19,25
Facebook,138927162813391_1284960126999407,en,English,15-Dec-2025,Current-Affairs,Anger,2025-12-15,2025-12-15T10:50:45+0000,2025-12-18 09:00:10,https://www.facebook.com/1277368791091874/posts/1284960126999407,3402,1,0,5
Facebook,138927162813391_1284874903674596,en,English,15-Dec-2025,Patriotic,Pride,2025-12-15,2025-12-15T07:55:14+0000,2025-12-18 09:00:10,https://www.facebook.com/1277368791091874/posts/1284874903674596,3690,0,1,7
Facebook,138927162813391_1284667640361989,en,English,15-Dec-2025,Sports,Surprise +VE,2025-12-15,2025-12-15T00:30:04+0000,2025-12-18 09:00:10,https://www.facebook.com/1277368791091874/posts/1284667640361989,10568,2,4,135
Facebook,138927162813391_1285580220270731,en,English,16-Dec-2025,Sports,Patriotism,2025-12-16,2025-12-16T06:26:46+0000,2025-12-19 09:00:10,https://www.facebook.com/1277368791091874/posts/1285580220270731,5841,1,10,90
Facebook,138927162813391_1285401543621932,en,English,16-Dec-2025,Politics,Anger,2025-12-16,2025-12-16T00:30:04+0000,2025-12-19 09:00:10,https://www.facebook.com/1277368791091874/posts/1285401543621932,5732,1,1,10
Facebook,138927162813391_1286332793528807,en,English,17-Dec-2025,Sports,Curiosity,2025-12-17,2025-12-17T06:52:08+0000,2025-12-20 09:00:29,https://www.facebook.com/1277368791091874/posts/1286332793528807,9769,2,3,61
Facebook,138927162813391_1287098230118930,en,English,18-Dec-2025,Sports,Controversy,2025-12-18,2025-12-18T08:04:56+0000,2025-12-21 09:00:22,https://www.facebook.com/1277368791091874/posts/1287098230118930,5608,0,2,15
Facebook,138927162813391_1289623909866362,en,English,21-Dec-2025,Sports,Shock -VE,2025-12-21,2025-12-21T14:52:29+0000,2025-12-24 09:00:22,https://www.facebook.com/1277368791091874/posts/1289623909866362,6254,0,1,9
Facebook,138927162813391_1289503926545027,en,English,21-Dec-2025,Off-beat,Surprise +VE,2025-12-21,2025-12-21T11:36:46+0000,2025-12-24 09:00:22,https://www.facebook.com/1277368791091874/posts/1289503926545027,4046,1,1,19
Facebook,138927162813391_1290382483123838,en,English,22-Dec-2025,Current-Affairs,Anger,2025-12-22,2025-12-22T15:03:43+0000,2025-12-25 09:00:30,https://www.facebook.com/1277368791091874/posts/1290382483123838,7760,0,20,103
Facebook,138927162813391_1290224776472942,en,English,22-Dec-2025,Entertainment,Shock -VE,2025-12-22,2025-12-22T10:37:58+0000,2025-12-25 09:00:30,https://www.facebook.com/1277368791091874/posts/1290224776472942,12488,1,2,50
Facebook,138927162813391_1291197356375684,en,English,23-Dec-2025,Business,Breaking News,2025-12-23,2025-12-23T16:14:12+0000,2025-12-26 09:00:26,https://www.facebook.com/1277368791091874/posts/1291197356375684,18119,5,2,52
Facebook,138927162813391_1291031309725622,en,English,23-Dec-2025,Business,Surprise +VE,2025-12-23,2025-12-23T11:43:04+0000,2025-12-26 09:00:26,https://www.facebook.com/1277368791091874/posts/1291031309725622,4408,0,3,3
Facebook,138927162813391_1290904576404962,en,English,23-Dec-2025,Sports,Surprise +VE,2025-12-23,2025-12-23T07:42:12+0000,2025-12-26 09:00:26,https://www.facebook.com/1277368791091874/posts/1290904576404962,4846,0,5,73
Facebook,138927162813391_1291496563012430,en,English,24-Dec-2025,Off-beat,Shock -VE,2025-12-24,2025-12-24T02:46:42+0000,2025-12-27 09:00:09,https://www.facebook.com/1277368791091874/posts/1291496563012430,7710,0,2,8
Facebook,138927162813391_1291886459640107,en,English,24-Dec-2025,Sports,Happiness,2025-12-24,2025-12-24T15:04:55+0000,2025-12-27 09:00:09,https://www.facebook.com/1277368791091874/posts/1291886459640107,7391,0,2,10
Facebook,138927162813391_1291730606322359,en,English,24-Dec-2025,International Politics,Shock -VE,2025-12-24,2025-12-24T11:00:45+0000,2025-12-27 09:00:09,https://www.facebook.com/1277368791091874/posts/1291730606322359,5229,3,7,15
Facebook,138927162813391_1291599949668758,en,English,24-Dec-2025,Int others,Funny,2025-12-24,2025-12-24T06:25:23+0000,2025-12-27 09:00:09,https://www.facebook.com/1277368791091874/posts/1291599949668758,134484,112,121,3731
Facebook,138927162813391_1292234209605332,en,English,25-Dec-2025,International Politics,Anger,2025-12-25,2025-12-25T02:40:33+0000,2025-12-28 09:00:09,https://www.facebook.com/1277368791091874/posts/1292234209605332,401475,2956,2767,17067
Facebook,138927162813391_1292618612900225,en,English,25-Dec-2025,International Politics,Anger,2025-12-25,2025-12-25T15:03:41+0000,2025-12-28 09:00:09,https://www.facebook.com/1277368791091874/posts/1292618612900225,36471,53,366,1191
Facebook,138927162813391_1292500906245329,en,English,25-Dec-2025,Sports,Happiness,2025-12-25,2025-12-25T11:37:49+0000,2025-12-28 09:00:09,https://www.facebook.com/1277368791091874/posts/1292500906245329,8842,0,0,16
Facebook,138927162813391_1292427019586051,en,English,25-Dec-2025,Off-beat,Surprise +VE,2025-12-25,2025-12-25T09:08:16+0000,2025-12-28 09:00:09,https://www.facebook.com/1277368791091874/posts/1292427019586051,54835,37,60,1742
Facebook,138927162813391_1292935679535185,en,English,26-Dec-2025,Politics,Anger,2025-12-26,2025-12-26T02:48:27+0000,2025-12-29 09:00:27,https://www.facebook.com/1277368791091874/posts/1292935679535185,3808,0,1,13
Facebook,138927162813391_1293045579524195,en,English,26-Dec-2025,Entertainment,Controversy,2025-12-26,2025-12-26T07:01:39+0000,2025-12-29 09:00:27,https://www.facebook.com/1277368791091874/posts/1293045579524195,2993,1,0,8
Facebook,138927162813391_1293622269466526,en,English,27-Dec-2025,Lifestyle,Curiosity,2025-12-27,2025-12-27T03:14:52+0000,2025-12-30 09:00:20,https://www.facebook.com/1277368791091874/posts/1293622269466526,2063,0,1,6
Facebook,138927162813391_1294000189428734,en,English,27-Dec-2025,Off-beat,Surprise +VE,2025-12-27,2025-12-27T15:59:11+0000,2025-12-30 09:00:20,https://www.facebook.com/1277368791091874/posts/1294000189428734,7402,0,1,5
Facebook,138927162813391_1293831926112227,en,English,27-Dec-2025,Business,Surprise +VE,2025-12-27,2025-12-27T11:02:14+0000,2025-12-30 09:00:20,https://www.facebook.com/1277368791091874/posts/1293831926112227,44655,1,0,71
Facebook,138927162813391_1293732929455460,en,English,27-Dec-2025,Business,Motivation,2025-12-27,2025-12-27T07:23:38+0000,2025-12-30 09:00:20,https://www.facebook.com/1277368791091874/posts/1293732929455460,1491,2,1,3
Facebook,138927162813391_1294280302734056,en,English,28-Dec-2025,Crime,Shock -VE,2025-12-28,2025-12-28T02:31:38+0000,2025-12-31 09:00:19,https://www.facebook.com/1277368791091874/posts/1294280302734056,17450,38,36,92
Facebook,138927162813391_1294633816032038,en,English,28-Dec-2025,Entertainment,Fandom,2025-12-28,2025-12-28T14:28:50+0000,2025-12-31 09:00:19,https://www.facebook.com/1277368791091874/posts/1294633816032038,24502,16,94,1477
Facebook,138927162813391_1294516979377055,en,English,28-Dec-2025,Business,Motivation,2025-12-28,2025-12-28T11:18:12+0000,2025-12-31 09:00:19,https://www.facebook.com/1277368791091874/posts/1294516979377055,39103,20,27,212
Facebook,138927162813391_1294436476051772,en,English,28-Dec-2025,Current-Affairs,Surprise +VE,2025-12-28,2025-12-28T08:30:17+0000,2025-12-31 09:00:19,https://www.facebook.com/1277368791091874/posts/1294436476051772,85026,41,243,2415
Facebook,138927162813391_1294991032662983,en,English,29-Dec-2025,Entertainment,Fandom,2025-12-29,2025-12-29T02:35:23+0000,2026-01-01 09:00:20,https://www.facebook.com/1277368791091874/posts/1294991032662983,6292,1,10,55
Facebook,138927162813391_1295341659294587,en,English,29-Dec-2025,Sports,Surprise +VE,2025-12-29,2025-12-29T14:13:02+0000,2026-01-01 09:00:20,https://www.facebook.com/1277368791091874/posts/1295341659294587,11668,1,1,139
Facebook,138927162813391_1295213955974024,en,English,29-Dec-2025,Current-Affairs,Shock -VE,2025-12-29,2025-12-29T10:59:18+0000,2026-01-01 09:00:20,https://www.facebook.com/1277368791091874/posts/1295213955974024,15301,4,4,17
Facebook,138927162813391_1295093509319402,en,English,29-Dec-2025,Crime,Anger,2025-12-29,2025-12-29T06:33:33+0000,2026-01-01 09:00:20,https://www.facebook.com/1277368791091874/posts/1295093509319402,2234,0,1,4
Facebook,138927162813391_1295716399257113,en,English,30-Dec-2025,Entertainment,Controversy,2025-12-30,2025-12-30T02:40:11+0000,2026-01-02 09:00:05,https://www.facebook.com/1277368791091874/posts/1295716399257113,5269,1,1,8
Facebook,138927162813391_1296057019223051,en,English,30-Dec-2025,International Politics,Anger,2025-12-30,2025-12-30T14:07:58+0000,2026-01-02 09:00:05,https://www.facebook.com/1277368791091874/posts/1296057019223051,82693,157,537,2973
Facebook,138927162813391_1295973932564693,en,English,30-Dec-2025,Entertainment,Shock -VE,2025-12-30,2025-12-30T11:57:30+0000,2026-01-02 09:00:05,https://www.facebook.com/1277368791091874/posts/1295973932564693,10242,2,1,26
Facebook,138927162813391_1295860109242742,en,English,30-Dec-2025,Business,Patriotism,2025-12-30,2025-12-30T07:57:21+0000,2026-01-02 09:00:05,https://www.facebook.com/1277368791091874/posts/1295860109242742,2444,0,1,10
Facebook,138927162813391_1296414272520659,en,English,31-Dec-2025,International Politics,Shock -VE,2025-12-31,2025-12-31T02:45:32+0000,2026-01-03 09:00:26,https://www.facebook.com/1277368791091874/posts/1296414272520659,3636,8,37,84
Facebook,138927162813391_1296760345819385,en,English,31-Dec-2025,Entertainment,Surprise +VE,2025-12-31,2025-12-31T13:49:01+0000,2026-01-03 09:00:26,https://www.facebook.com/1277368791091874/posts/1296760345819385,7605,5,11,28
Facebook,138927162813391_1296652189163534,en,English,31-Dec-2025,Business,Patriotism,2025-12-31,2025-12-31T10:53:46+0000,2026-01-03 09:00:26,https://www.facebook.com/1277368791091874/posts/1296652189163534,2294,1,2,10
Facebook,138927162813391_1296553075840112,en,English,31-Dec-2025,Entertainment,Controversy,2025-12-31,2025-12-31T07:41:00+0000,2026-01-03 09:00:26,https://www.facebook.com/1277368791091874/posts/1296553075840112,4218,0,2,6
Facebook,138927162813391_1297267422435344,en,English,1-Jan-2026,Lifestyle,Surprise +VE,2026-01-01,2026-01-01T02:59:12+0000,2026-01-04 09:00:02,https://www.facebook.com/1277368791091874/posts/1297267422435344,3726,1,1,8
Facebook,138927162813391_1297725569056196,en,English,1-Jan-2026,International Politics,Anger,2026-01-01,2026-01-01T15:25:37+0000,2026-01-04 09:00:02,https://www.facebook.com/1277368791091874/posts/1297725569056196,112343,286,872,3396
Facebook,138927162813391_1297543012407785,en,English,1-Jan-2026,Lifestyle,Fear/Concern,2026-01-01,2026-01-01T10:53:27+0000,2026-01-04 09:00:02,https://www.facebook.com/1277368791091874/posts/1297543012407785,33978,1,0,9
Facebook,138927162813391_1297419162420170,en,English,1-Jan-2026,Entertainment,Fandom,2026-01-01,2026-01-01T06:56:26+0000,2026-01-04 09:00:02,https://www.facebook.com/1277368791091874/posts/1297419162420170,7695,1,1,27
Facebook,138927162813391_1298379085657511,en,English,2-Jan-2026,Job,Surprise +VE,2026-01-02,2026-01-02T14:40:15+0000,2026-01-05 09:00:06,https://www.facebook.com/1277368791091874/posts/1298379085657511,151039,6,25,220
Facebook,138927162813391_1298221165673303,en,English,2-Jan-2026,International Politics,Anger,2026-01-02,2026-01-02T09:45:01+0000,2026-01-05 09:00:06,https://www.facebook.com/1277368791091874/posts/1298221165673303,13832,18,148,323
Facebook,138927162813391_1298174405677979,en,English,2-Jan-2026,Current-Affairs,Shock -VE,2026-01-02,2026-01-02T08:16:45+0000,2026-01-05 09:00:06,https://www.facebook.com/1277368791091874/posts/1298174405677979,2487,2,0,5
Facebook,138927162813391_1299100168918736,en,English,3-Jan-2026,Business,Motivation,2026-01-03,2026-01-03T15:30:42+0000,2026-01-06 09:00:15,https://www.facebook.com/1277368791091874/posts/1299100168918736,3549,0,4,8
Facebook,138927162813391_1298939935601426,en,English,3-Jan-2026,International Politics,Shock -VE,2026-01-03,2026-01-03T10:39:55+0000,2026-01-06 09:00:15,https://www.facebook.com/1277368791091874/posts/1298939935601426,4408,3,2,17
Facebook,138927162813391_1298840342278052,en,English,3-Jan-2026,Sports,Controversy,2026-01-03,2026-01-03T07:06:19+0000,2026-01-06 09:00:15,https://www.facebook.com/1277368791091874/posts/1298840342278052,10492,0,66,74
Facebook,138927162813391_1298760022286084,en,English,3-Jan-2026,International Politics,Patriotism,2026-01-03,2026-01-03T04:03:17+0000,2026-01-06 09:00:15,https://www.facebook.com/1277368791091874/posts/1298760022286084,14950,16,26,335
Facebook,138927162813391_1299388465556573,en,English,4-Jan-2026,Current-Affairs,Shock -VE,2026-01-04,2026-01-04T02:42:27+0000,2026-01-07 09:00:18,https://www.facebook.com/1277368791091874/posts/1299388465556573,3601,2,3,12
Facebook,138927162813391_1299720645523355,en,English,4-Jan-2026,Sports,Controversy,2026-01-04,2026-01-04T14:29:44+0000,2026-01-07 09:00:18,https://www.facebook.com/1277368791091874/posts/1299720645523355,8143,0,35,141
Facebook,138927162813391_1299592552202831,en,English,4-Jan-2026,Business,Pride,2026-01-04,2026-01-04T10:28:58+0000,2026-01-07 09:00:18,https://www.facebook.com/1277368791091874/posts/1299592552202831,11646,5,5,63
Facebook,138927162813391_1299511858877567,en,English,4-Jan-2026,Current-Affairs,Anger,2026-01-04,2026-01-04T07:30:59+0000,2026-01-07 09:00:18,https://www.facebook.com/1277368791091874/posts/1299511858877567,1735,0,2,7
Facebook,138927162813391_1300077315487688,en,English,5-Jan-2026,International Politics,Breaking News,2026-01-05,2026-01-05T02:45:03+0000,2026-01-08 16:24:24,https://www.facebook.com/1277368791091874/posts/1300077315487688,3103,1,12,44
Facebook,138927162813391_1300447192117367,en,English,5-Jan-2026,Sports,Breaking News,2026-01-05,2026-01-05T15:01:41+0000,2026-01-08 16:24:24,https://www.facebook.com/1277368791091874/posts/1300447192117367,2369,0,3,10
Facebook,138927162813391_1300305975464822,en,English,5-Jan-2026,International Politics,Breaking News,2026-01-05,2026-01-05T11:06:44+0000,2026-01-08 16:24:24,https://www.facebook.com/1277368791091874/posts/1300305975464822,19824,12,79,175
Facebook,138927162813391_1300212022140884,en,English,5-Jan-2026,Current-Affairs,Breaking News,2026-01-05,2026-01-05T07:51:37+0000,2026-01-08 16:24:24,https://www.facebook.com/1277368791091874/posts/1300212022140884,1885,0,2,3
Facebook,138927162813391_1300808422081244,en,English,6-Jan-2026,International Politics,Breaking News,2026-01-06,2026-01-06T02:50:07+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1300808422081244,1632,0,3,14
Facebook,138927162813391_1301267932035293,en,English,6-Jan-2026,Entertainment,Controversy,2026-01-06,2026-01-06T16:12:30+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301267932035293,4487,1,6,12
Facebook,138927162813391_1301172062044880,en,English,6-Jan-2026,Politics,Anger,2026-01-06,2026-01-06T13:48:24+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301172062044880,4626,3,13,42
Facebook,138927162813391_1300906558738097,en,English,6-Jan-2026,Sports,Controversy,2026-01-06,2026-01-06T05:48:55+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1300906558738097,8192,0,4,42
Facebook,138927162813391_1301614992000587,en,English,7-Jan-2026,Current-Affairs,Surprise +VE,2026-01-07,2026-01-07T02:42:29+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301614992000587,1639,0,1,4
Facebook,138927162813391_1302065225288897,en,English,7-Jan-2026,Lifestyle,Curiosity,2026-01-07,2026-01-07T16:17:04+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302065225288897,12145,2,2,20
Facebook,138927162813391_1301996715295748,en,English,7-Jan-2026,Entertainment,Surprise +VE,2026-01-07,2026-01-07T14:37:07+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301996715295748,3880,2,2,32
Facebook,138927162813391_1301829988645754,en,English,7-Jan-2026,Lifestyle,Fear/Concern,2026-01-07,2026-01-07T10:10:12+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301829988645754,77012,17,5,41
Facebook,138927162813391_1301714211990665,en,English,7-Jan-2026,Sports,Pride,2026-01-07,2026-01-07T06:11:47+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1301714211990665,18470,5,14,302
Facebook,138927162813391_1302510678577685,en,English,8-Jan-2026,Current-Affairs,Breaking News,2026-01-08,2026-01-08T06:38:09+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302510678577685,19396,18,222,331
Facebook,138927162813391_1302395551922531,en,English,8-Jan-2026,Politics,Shock -VE,2026-01-08,2026-01-08T02:45:58+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302395551922531,1328,0,1,5
Facebook,138927162813391_1302620845233335,en,English,8-Jan-2026,International Politics,Shock -VE,2026-01-08,2026-01-08T10:20:08+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302620845233335,3726,1,23,30
Facebook,138927162813391_1302827221879364,en,English,8-Jan-2026,Sports,Shock -VE,2026-01-08,2026-01-08T15:37:59+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302827221879364,2896,0,2,8
Facebook,138927162813391_1302719401890146,en,English,8-Jan-2026,Current-Affairs,Controversy,2026-01-08,2026-01-08T13:04:42+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1302719401890146,1806,0,1,3
Facebook,138927162813391_1303184205176999,en,English,9-Jan-2026,Current-Affairs,Curiosity,2026-01-09,2026-01-09T03:53:19+0000,2026-01-09 11:18:30,https://www.facebook.com/1277368791091874/posts/1303184205176999,495,1,1,2
Facebook,138927162813391_1309244017904351,en,English,17-Jan-2026,Entertainment,Shock -VE,2026-01-17,2026-01-17T06:56:50+0000,2026-01-20 15:20:34,https://www.facebook.com/1277368791091874/posts/1309244017904351,6907,0,0,2
Facebook,138927162813391_1309179004577519,en,English,17-Jan-2026,Current-Affairs,Anger,2026-01-17,2026-01-17T04:34:20+0000,2026-01-20 15:20:34,https://www.facebook.com/1277368791091874/posts/1309179004577519,3054,2,4,8
Facebook,138927162813391_1310195794475840,en,English,18-Jan-2026,International Politics,Breaking News,2026-01-18,2026-01-18T14:13:48+0000,2026-01-21 14:58:09,https://www.facebook.com/1277368791091874/posts/1310195794475840,3648,8,5,27
Facebook,138927162813391_1309998617828891,en,English,18-Jan-2026,International Politics,Breaking News,2026-01-18,2026-01-18T08:28:32+0000,2026-01-21 14:58:09,https://www.facebook.com/1277368791091874/posts/1309998617828891,6661,4,61,52
Facebook,138927162813391_1309941104501309,en,English,18-Jan-2026,Off-beat,Pride,2026-01-18,2026-01-18T06:24:38+0000,2026-01-21 14:58:09,https://www.facebook.com/1277368791091874/posts/1309941104501309,103359,158,179,2516
Facebook,138927162813391_1309868321175254,en,English,18-Jan-2026,Current-Affairs,Breaking News,2026-01-18,2026-01-18T03:46:43+0000,2026-01-21 14:58:09,https://www.facebook.com/1277368791091874/posts/1309868321175254,3418,1,3,5
Facebook,138927162813391_1310996091062477,en,English,19-Jan-2026,Off-beat,Shock -VE,2026-01-19,2026-01-19T15:24:04+0000,2026-01-22 16:30:39,https://www.facebook.com/1277368791091874/posts/1310996091062477,694261,353,950,2952
Facebook,138927162813391_1310848694410550,en,English,19-Jan-2026,Entertainment,Curiosity,2026-01-19,2026-01-19T11:18:03+0000,2026-01-22 16:30:39,https://www.facebook.com/1277368791091874/posts/1310848694410550,7608,0,6,15
Facebook,138927162813391_1310757847752968,en,English,19-Jan-2026,Business,Breaking News,2026-01-19,2026-01-19T08:23:08+0000,2026-01-22 16:30:39,https://www.facebook.com/1277368791091874/posts/1310757847752968,5111,1,0,18
Facebook,138927162813391_1310641744431245,en,English,19-Jan-2026,Sports,Sadness,2026-01-19,2026-01-19T04:40:02+0000,2026-01-22 16:30:39,https://www.facebook.com/1277368791091874/posts/1310641744431245,2464,0,0,13
Facebook,138927162813391_1311345567694196,en,English,20-Jan-2026,Sports,Funny,2026-01-20,2026-01-20T02:47:43+0000,2026-01-23 11:03:17,https://www.facebook.com/1277368791091874/posts/1311345567694196,5939,0,2,14
Facebook,138927162813391_1311803214315098,en,English,20-Jan-2026,Crime,Anger,2026-01-20,2026-01-20T16:29:50+0000,2026-01-23 11:03:17,https://www.facebook.com/1277368791091874/posts/1311803214315098,10226,2,17,25
Facebook,138927162813391_1311696804325739,en,English,20-Jan-2026,Current-Affairs,Curiosity,2026-01-20,2026-01-20T13:51:20+0000,2026-01-23 11:03:17,https://www.facebook.com/1277368791091874/posts/1311696804325739,3240,2,4,17
Facebook,138927162813391_1311643934331026,en,English,20-Jan-2026,Sports,Breaking News,2026-01-20,2026-01-20T12:28:51+0000,2026-01-23 11:03:17,https://www.facebook.com/1277368791091874/posts/1311643934331026,7003,1,6,53
Facebook,138927162813391_1311573554338064,en,English,20-Jan-2026,Sports,Breaking News,2026-01-20,2026-01-20T10:21:39+0000,2026-01-23 11:03:17,https://www.facebook.com/1277368791091874/posts/1311573554338064,2261,0,0,4
Facebook,138927162813391_1312270987601654,en,English,21-Jan-2026,International Politics,Anger,2026-01-21,2026-01-21T06:45:01+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312270987601654,12601,89,146,650
Facebook,138927162813391_1312192734276146,en,English,21-Jan-2026,Off-beat,Shock -VE,2026-01-21,2026-01-21T04:21:29+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312192734276146,2700,0,0,2
Facebook,138927162813391_1312138210948265,en,English,21-Jan-2026,Off-beat,Anger,2026-01-21,2026-01-21T02:46:58+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312138210948265,188392,97,925,2294
Facebook,138927162813391_1312700624225357,en,English,21-Jan-2026,Off-beat,Heartwarming,2026-01-21,2026-01-21T17:28:47+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312700624225357,3444,0,0,10
Facebook,138927162813391_1312642164231203,en,English,21-Jan-2026,Current-Affairs,Surprise +VE,2026-01-21,2026-01-21T16:00:15+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312642164231203,4025,0,1,6
Facebook,138927162813391_1312560434239376,en,English,21-Jan-2026,Off-beat,Surprise +VE,2026-01-21,2026-01-21T14:12:06+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312560434239376,2447,0,0,5
Facebook,138927162813391_1312500144245405,en,English,21-Jan-2026,Current-Affairs,Shock -VE,2026-01-21,2026-01-21T12:51:51+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312500144245405,9823,1,20,77
Facebook,138927162813391_1312434447585308,en,English,21-Jan-2026,Business,Breaking News,2026-01-21,2026-01-21T11:17:22+0000,2026-01-24 09:00:54,https://www.facebook.com/1277368791091874/posts/1312434447585308,1202886,113,17,2246
Facebook,138927162813391_1313087364186683,en,English,22-Jan-2026,Current-Affairs,Fear/Concern,2026-01-22,2026-01-22T05:25:59+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313087364186683,3150,1,0,4
Facebook,138927162813391_1313001167528636,en,English,22-Jan-2026,Sports,Pride,2026-01-22,2026-01-22T02:44:31+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313001167528636,4082,0,1,12
Facebook,138927162813391_1313246554170764,en,English,22-Jan-2026,Off-beat,Surprise +VE,2026-01-22,2026-01-22T10:12:52+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313246554170764,2304,0,0,10
Facebook,138927162813391_1313137270848359,en,English,22-Jan-2026,Sports,Controversy,2026-01-22,2026-01-22T07:02:21+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313137270848359,7466,0,0,9
Facebook,138927162813391_1313523994143020,en,English,22-Jan-2026,Current-Affairs,Shock -VE,2026-01-22,2026-01-22T16:32:19+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313523994143020,31445,14,19,63
Facebook,138927162813391_1313432844152135,en,English,22-Jan-2026,Sports,Controversy,2026-01-22,2026-01-22T14:36:09+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313432844152135,12194,0,44,89
Facebook,138927162813391_1313393244156095,en,English,22-Jan-2026,Off-beat,Pride,2026-01-22,2026-01-22T13:47:35+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313393244156095,8318,5,6,147
Facebook,138927162813391_1313301127498640,en,English,22-Jan-2026,Current-Affairs,Breaking News,2026-01-22,2026-01-22T11:46:57+0000,2026-01-25 09:00:31,https://www.facebook.com/1277368791091874/posts/1313301127498640,4219,1,1,13
Facebook,138927162813391_1313910780771008,en,English,23-Jan-2026,Current-Affairs,Curiosity,2026-01-23,2026-01-23T04:43:00+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1313910780771008,2074,0,1,4
Facebook,138927162813391_1313865374108882,en,English,23-Jan-2026,Off-beat,Curiosity,2026-01-23,2026-01-23T03:05:05+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1313865374108882,1537,0,0,1
Facebook,138927162813391_1314273564068063,en,English,23-Jan-2026,Politics,Anger,2026-01-23,2026-01-23T15:29:01+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1314273564068063,6842,0,3,10
Facebook,138927162813391_1314201444075275,en,English,23-Jan-2026,Politics,Shock -VE,2026-01-23,2026-01-23T13:44:14+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1314201444075275,6702,0,2,7
Facebook,138927162813391_1314070297421723,en,English,23-Jan-2026,Lifestyle,Fear/Concern,2026-01-23,2026-01-23T09:56:40+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1314070297421723,2726,2,0,1
Facebook,138927162813391_1314023474093072,en,English,23-Jan-2026,Crime,Anger,2026-01-23,2026-01-23T08:24:10+0000,2026-01-26 09:00:59,https://www.facebook.com/1277368791091874/posts/1314023474093072,169277,133,162,1440
Facebook,138927162813391_1314694880692598,en,English,24-Jan-2026,Job,Happiness,2026-01-24,2026-01-24T03:25:53+0000,2026-01-27 09:00:32,https://www.facebook.com/1277368791091874/posts/1314694880692598,8612,1,1,25
