platform,media_id,language,tracker_language,tracker_date,genre,emotion,post_created_date,timestamp,data_fetched_time,permalink,reach,views,likes,comments,shares,total_interactions
Instagram,18087420074123849,ml,Malayalam,02-04-2026,Crime,Shocking,2026-02-04,2026-02-04T07:19:37+0000,2026-02-07 09:00:17,https://www.instagram.com/p/DUU85SslUHN/,17,14,2,0,0,2
Instagram,18157715701417604,en,English,5-Feb-2026,Current-Affairs,Breaking News,2026-02-05,2026-02-05T03:36:01+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXIGQuk8Ma/,974,1669,6,0,4,10
Instagram,18055527581396110,en,English,5-Feb-2026,Off-beat,Heartwarming,2026-02-05,2026-02-05T16:16:56+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUYfLWlExNx/,1902,3121,24,0,1,25
Instagram,18105668131769803,en,English,5-Feb-2026,Crime,Shock -VE,2026-02-05,2026-02-05T15:25:26+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUYZSUUCQlo/,4969,9338,36,0,3,41
Instagram,18102410839686763,en,English,5-Feb-2026,Politics,Anger,2026-02-05,2026-02-05T14:48:38+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUYVEvNjzVV/,1129,1922,8,1,2,13
Instagram,18086865620150982,en,English,5-Feb-2026,Sports,Controversy,2026-02-05,2026-02-05T11:18:36+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUX9Cj4DpOF/,1507,2451,9,0,0,9
Instagram,18185550319320550,en,English,5-Feb-2026,Current-Affairs,Shock -VE,2026-02-05,2026-02-05T10:30:48+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUX3lQ7gQuo/,2025,3400,27,0,123,151
Instagram,18082052660261585,en,English,5-Feb-2026,Politics,Pride,2026-02-05,2026-02-05T10:05:02+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUX0nlGDvjk/,906,1406,9,0,14,23
Instagram,17932274190177126,en,English,5-Feb-2026,Entertainment,Happiness,2026-02-05,2026-02-05T09:34:23+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXxICwgcPG/,1240,3033,18,0,0,21
Instagram,18306585568260917,en,English,5-Feb-2026,International Politics,Anger,2026-02-05,2026-02-05T09:01:03+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXtS3rjhUt/,1416,2287,10,0,2,12
Instagram,18076393457367466,en,English,5-Feb-2026,Off-beat,Shock -VE,2026-02-05,2026-02-05T08:28:58+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXpoAUGo04/,1533,2611,16,0,1,18
Instagram,17854532748576609,en,English,5-Feb-2026,Sports,Pride,2026-02-05,2026-02-05T07:48:12+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXk9bEk_rg/,1322,2102,11,0,0,11
Instagram,17908777059162803,en,English,5-Feb-2026,Job,Surprise +VE,2026-02-05,2026-02-05T07:46:56+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXkzybk1MX/,6394,9910,98,0,112,222
Instagram,17974905548829412,en,English,5-Feb-2026,Entertainment,Curiosity,2026-02-05,2026-02-05T07:17:15+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXhafuk1kM/,1242,1958,10,1,0,11
Instagram,17913378612293509,en,English,5-Feb-2026,Politics,Shock -VE,2026-02-05,2026-02-05T06:59:34+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXfZJkk4wg/,1657,2532,15,0,2,17
Instagram,17985944372778903,ml,Malayalam,02-05-2026,,Shocking,2026-02-05,2026-02-05T15:26:34+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUYZaXzj-DP/,8,23,2,0,0,2
Instagram,18065198528279113,ml,Malayalam,02-05-2026,,Surprise,2026-02-05,2026-02-05T15:26:31+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUYZZ88juzX/,9,11,2,0,0,2
Instagram,18098253997904341,ml,Malayalam,02-05-2026,Crime,Shocking,2026-02-05,2026-02-05T08:27:52+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXpf7GDnXo/,9,23,2,0,0,2
Instagram,17981599433949657,ml,Malayalam,02-05-2026,Lifestyle,Shocking,2026-02-05,2026-02-05T05:59:35+0000,2026-02-08 09:00:17,https://www.instagram.com/p/DUXYhP1glCQ/,9,23,2,0,0,2
Instagram,18094036687964948,en,English,,Crime,Shock -VE,2026-02-06,2026-02-06T16:46:17+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUbHU3HExu1/,6497,12136,39,0,8,49
Instagram,18098160304731394,en,English,6-Feb-2026,Sports,Pride,2026-02-06,2026-02-06T15:08:40+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUa8J-HE_Fi/,951,1542,20,0,3,23
Instagram,18060279155656121,en,English,6-Feb-2026,Entertainment,Curiosity,2026-02-06,2026-02-06T14:03:07+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUa0p8nk7WG/,3250,5847,40,0,0,43
Instagram,18376955455084047,en,English,6-Feb-2026,Sports,Shock -VE,2026-02-06,2026-02-06T10:26:29+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUab3i1DYeq/,3477,5981,28,0,0,29
Instagram,18092753149815845,en,English,6-Feb-2026,Entertainment,Curiosity,2026-02-06,2026-02-06T09:25:11+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaUi8Hgf9X/,369,557,6,0,0,6
Instagram,18004374227697066,en,English,6-Feb-2026,Sports,Patriotism,2026-02-06,2026-02-06T08:58:12+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaRw8dE7i7/,706,1141,7,0,0,7
Instagram,18090376565156216,en,English,6-Feb-2026,Current-Affairs,Shock -VE,2026-02-06,2026-02-06T08:31:20+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaOsSjDUA8/,2243,3806,15,0,0,16
Instagram,17922031695238514,en,English,6-Feb-2026,Crime,Anger,2026-02-06,2026-02-06T07:59:01+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaK_b3D4Bp/,1358,2195,10,0,1,11
Instagram,17874656082501836,en,English,6-Feb-2026,Off-beat,Anger,2026-02-06,2026-02-06T07:35:09+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaIQrTlplQ/,597,990,6,0,0,6
Instagram,18095093188945220,ml,Malayalam,02-06-2026,Sports,Happy,2026-02-06,2026-02-06T15:39:02+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUa_omllRSp/,10,18,1,0,0,1
Instagram,18072802364133752,ml,Malayalam,02-06-2026,Crime,Shock,2026-02-06,2026-02-06T15:09:46+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUa8SOUE3Gb/,12,26,3,0,0,3
Instagram,17995581107877773,ml,Malayalam,02-06-2026,Politics,Surprise,2026-02-06,2026-02-06T12:38:21+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaq9buEyQv/,8,13,1,0,0,1
Instagram,18011410508818929,ml,Malayalam,02-06-2026,Crime,Shocking,2026-02-06,2026-02-06T06:52:00+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUaDUBLgn3u/,40,16,1,0,1,2
Instagram,18091167866063357,ml,Malayalam,02-06-2026,Crime,Shocking,2026-02-06,2026-02-06T05:26:59+0000,2026-02-09 09:00:33,https://www.instagram.com/p/DUZ5mHtjLak/,13,10,2,0,0,2
Instagram,18358535044204047,en,English,7 Feb 2026,International Politics,Funny,2026-02-07,2026-02-07T17:55:38+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUd0Drqgmr9/,3745,6178,21,1,0,23
Instagram,17868982881454857,en,English,7 Feb 2026,Current-Affairs,Anger,2026-02-07,2026-02-07T15:44:29+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdlDIdgse1/,1943,3274,19,1,5,27
Instagram,18311216023254134,en,English,7 Feb 2026,Current-Affairs,Breaking News,2026-02-07,2026-02-07T13:24:52+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdVEM_Au8Z/,743,1237,4,0,0,4
Instagram,18098135293913251,en,English,7 Feb 2026,Current-Affairs,Controversy,2026-02-07,2026-02-07T11:15:52+0000,2026-02-10 12:17:00,https://www.instagram.com/reel/DUdGTDbANZj/,0,0,0,0,0,0
Instagram,18101409739684872,en,English,7 Feb 2026,Politics,Anger,2026-02-07,2026-02-07T08:35:28+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcz8pZgj9f/,1056,1783,4,0,0,4
Instagram,18163240615411834,en,English,7 Feb 2026,Entertainment,Surprise +VE,2026-02-07,2026-02-07T07:29:31+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcsbTeAQ-l/,1198,2083,20,0,0,21
Instagram,17847842403646330,en,English,7 Feb 2026,Off-beat,Shock -VE,2026-02-07,2026-02-07T06:59:52+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcpCJqAYhI/,1964,3782,20,0,0,21
Instagram,18090353260843290,en,English,7 Feb 2026,Entertainment,Controversy,2026-02-07,2026-02-07T06:32:59+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcl9LRAcjZ/,1095,1871,7,0,1,8
Instagram,18086303831275042,en,English,7 Feb 2026,Current-Affairs,Anger,2026-02-07,2026-02-07T04:37:01+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcYqf2iPJP/,2772,4910,23,0,7,30
Instagram,18139069705433242,ml,Malayalam,02-07-2026,Politics,proud,2026-02-07,2026-02-07T14:04:36+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdZn_5k7Ae/,10,23,2,2,0,4
Instagram,18076628867375786,ml,Malayalam,02-07-2026,Crime,Curious,2026-02-07,2026-02-07T11:43:54+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdJhXGE2Ow/,12,15,3,0,0,3
Instagram,18033457742780990,ml,Malayalam,02-07-2026,Politics,Happy,2026-02-07,2026-02-07T08:26:50+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcy9qIgprv/,6,12,2,0,0,2
Instagram,18089025791114807,ml,Malayalam,02-07-2026,Politics,Surprise,2026-02-07,2026-02-07T06:02:20+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcib5sDNTi/,18,18,1,0,0,1
Instagram,17873537688424746,hi,Hindi,02-07-2026,Sports,Surprize,2026-02-07,2026-02-07T15:59:18+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdmxDxifEH/,11,75,2,0,0,2
Instagram,18554000218043617,hi,Hindi,02-07-2026,Current-Affairs,Breaking News,2026-02-07,2026-02-07T13:50:08+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdX--YCV8A/,15,75,4,0,0,5
Instagram,18106385914882237,hi,Hindi,02-07-2026,International Politics,Pride,2026-02-07,2026-02-07T10:59:28+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUdEdBXCfQk/,15,65,3,0,0,3
Instagram,18337888171245776,hi,Hindi,02-07-2026,Crime,Shock,2026-02-07,2026-02-07T06:34:02+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcmEqiEfz0/,15,66,5,0,0,5
Instagram,17867876097556655,hi,Hindi,02-07-2026,Current-Affairs,Breaking News,2026-02-07,2026-02-07T03:53:04+0000,2026-02-10 12:17:00,https://www.instagram.com/p/DUcTqBXCV2g/,16,60,6,0,0,6
Instagram,18068369075404756,en,English,8 Feb 2026,Politics,Pride,2026-02-08,2026-02-08T03:32:24+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUe2EQVk5hv/,1079,1757,16,0,2,20
Instagram,17933705979177575,en,English,8 Feb 2026,Int others,Shock -VE,2026-02-08,2026-02-08T13:44:30+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUf8HQUgom6/,1643,2595,12,0,1,14
Instagram,18105368740842274,en,English,8 Feb 2026,Current-Affairs,Shock -VE,2026-02-08,2026-02-08T11:32:31+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUftAgGAiCf/,1275,2086,8,0,0,8
Instagram,18102311698682215,en,English,8 Feb 2026,Crime,Shock -VE,2026-02-08,2026-02-08T10:26:08+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUflZcTgpYp/,2667,4682,22,0,1,26
Instagram,18053637473450376,en,English,8 Feb 2026,Automotive,Happiness,2026-02-08,2026-02-08T09:57:42+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfiKPYiktZ/,1000,1725,20,1,1,23
Instagram,18081571610251526,en,English,8 Feb 2026,Politics,Pride,2026-02-08,2026-02-08T06:56:12+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfNaK6Aeyo/,557,914,5,0,0,5
Instagram,18118801327601304,en,English,8 Feb 2026,Entertainment,Shock -VE,2026-02-08,2026-02-08T06:22:18+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfJhzYgTY_/,876,1377,8,0,0,9
Instagram,18114384079622797,en,English,8 Feb 2026,Entertainment,Controversy,2026-02-08,2026-02-08T05:31:30+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfDtyrAVaO/,3466,6901,42,0,4,51
Instagram,17850839136630463,ml,Malayalam,02-08-2026,Crime,Anger,2026-02-08,2026-02-08T14:11:37+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUf_OFcjF1j/,9,22,2,0,0,2
Instagram,18102433093671545,ml,Malayalam,02-08-2026,Politics,Shock,2026-02-08,2026-02-08T12:12:25+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfxlOwmPFo/,14,18,0,0,0,0
Instagram,18126869686536808,ml,Malayalam,02-08-2026,Lifestyle,Emotion,2026-02-08,2026-02-08T10:10:43+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfjpewCn_C/,9,17,3,0,0,3
Instagram,18183442957367869,ml,Malayalam,02-08-2026,Business,Curious,2026-02-08,2026-02-08T08:37:13+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfY85nk4rb/,7,16,0,0,0,0
Instagram,18054543101410817,hi,Hindi,02-08-2026,Offbeat,Sadness,2026-02-08,2026-02-08T15:45:46+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUgKAwZiRTE/,23,91,3,0,0,3
Instagram,18559003087038188,hi,Hindi,02-08-2026,Current-Affairs,wow,2026-02-08,2026-02-08T12:20:56+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfykkMCYnb/,17,80,4,0,0,4
Instagram,17968453187861233,hi,Hindi,02-08-2026,Current-Affairs,"Awe/ ""I didn't know that""",2026-02-08,2026-02-08T09:07:06+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfcY5VCVBv/,25,106,6,0,0,6
Instagram,18303403081275684,hi,Hindi,02-08-2026,Politics,Shock,2026-02-08,2026-02-08T06:35:33+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUfLC9jEWxn/,9,76,3,0,0,3
Instagram,17985274058946895,hi,Hindi,02-08-2026,Int others,Anger/ Rage,2026-02-08,2026-02-08T02:41:01+0000,2026-02-11 09:00:34,https://www.instagram.com/p/DUewNE6iZvc/,13,81,3,0,0,3
Instagram,18034605593564435,en,English,9 Feb 2026,Current-Affairs,Shock -VE,2026-02-09,2026-02-09T02:40:49+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhU9jBmFgv/,2616,4372,34,2,0,38
Instagram,18070608809181568,en,English,9 Feb 2026,Crime,Shock -VE,2026-02-09,2026-02-09T14:20:45+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUilD5biX8f/,1068484,1682733,1324,102,6697,9154
Instagram,18087321749129853,en,English,9 Feb 2026,Current-Affairs,Anger,2026-02-09,2026-02-09T13:45:18+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUihAZGjq-6/,4460,8329,45,1,46,101
Instagram,17894623512264326,en,English,9 Feb 2026,Sports,Funny,2026-02-09,2026-02-09T12:55:05+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUibQcWk3tQ/,1615,2709,12,0,0,13
Instagram,17935663857175958,en,English,9 Feb 2026,Entertainment,Curiosity,2026-02-09,2026-02-09T10:34:41+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUiLMBJgq2V/,4017,6985,35,0,1,42
Instagram,17985044249786553,en,English,9 Feb 2026,Entertainment,Happiness,2026-02-09,2026-02-09T09:48:36+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUiF6KtgnXl/,980,1677,19,0,1,20
Instagram,17996198063858232,en,English,9 Feb 2026,Off-beat,Surprise +VE,2026-02-09,2026-02-09T08:56:42+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh_9_6gsWE/,1464,2221,12,0,0,14
Instagram,18252497149291601,en,English,9 Feb 2026,Current-Affairs,Pride,2026-02-09,2026-02-09T08:43:16+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh-cLkmKJC/,1758,2759,21,0,0,21
Instagram,17925827214219787,en,English,9 Feb 2026,Sports,Pride,2026-02-09,2026-02-09T07:55:32+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh4-fQk5Lc/,892,1332,7,0,0,8
Instagram,18099490826504762,en,English,9 Feb 2026,Off-beat,Happiness,2026-02-09,2026-02-09T07:38:47+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh3DVlAv01/,1483,2480,20,0,4,25
Instagram,18094342735812498,en,English,9 Feb 2026,Current-Affairs,Shock -VE,2026-02-09,2026-02-09T07:20:10+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh07qOkWfP/,3197,5744,24,0,0,24
Instagram,18101374897854951,en,English,9 Feb 2026,Crime,Shock -VE,2026-02-09,2026-02-09T07:02:05+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhy2ovAr1e/,3081,4995,18,0,6,25
Instagram,17961784734020368,en,English,9 Feb 2026,Entertainment,Happiness,2026-02-09,2026-02-09T06:48:18+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhxRo8jph5/,1115,1799,4,0,0,4
Instagram,18085373866906085,en,English,9 Feb 2026,Current-Affairs,Surprise +VE,2026-02-09,2026-02-09T06:16:56+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhtsf0E_qy/,843,1304,5,0,0,8
Instagram,18053671664700285,hi,Hindi,02-09-2026,Current-Affairs,wow,2026-02-09,2026-02-09T15:20:28+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUir6VLCcbT/,15,51,4,0,0,4
Instagram,18072731813631442,hi,Hindi,02-09-2026,Offbeat,wow,2026-02-09,2026-02-09T12:55:25+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUibUAdCb5v/,13,60,4,0,0,4
Instagram,17957734980026666,hi,Hindi,02-09-2026,Entertainment,Happiness/ Joy,2026-02-09,2026-02-09T08:31:07+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh9ENmkfdm/,18,85,5,0,0,5
Instagram,18094824058779576,hi,Hindi,02-09-2026,Sports,suprise,2026-02-09,2026-02-09T06:27:24+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhu6GnCbKp/,16,76,3,0,0,3
Instagram,18059250434658968,hi,Hindi,02-09-2026,Current-Affairs,Breaking News,2026-02-09,2026-02-09T03:31:08+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUhavDMCTYP/,13,72,4,0,0,4
Instagram,17848221870649220,ml,Malayalam,02-09-2026,Crime,Anger,2026-02-09,2026-02-09T16:22:54+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUizCgJGGw0/,11,19,2,0,0,2
Instagram,18086487458140940,ml,Malayalam,02-09-2026,Crime,Shocking,2026-02-09,2026-02-09T13:36:36+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUigAiqjFPU/,3532,162,5,0,3,10
Instagram,17889410124424807,ml,Malayalam,02-09-2026,Business,Shocking,2026-02-09,2026-02-09T11:49:04+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUiTtJWk0XK/,7,9,0,0,0,0
Instagram,17959814610026930,ml,Malayalam,02-09-2026,Politics,Curious,2026-02-09,2026-02-09T08:51:43+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh_aREGDpi/,6,11,0,0,0,0
Instagram,18038177519543145,ml,Malayalam,02-09-2026,Crime,Anger,2026-02-09,2026-02-09T07:30:00+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUh2DE4Ajgt/,7,8,0,0,0,0
Instagram,17877057888480711,ta,Tamil,02-09-2026,Crime,Shock,2026-02-09,2026-02-09T09:52:58+0000,2026-02-12 09:00:43,https://www.instagram.com/p/DUiGarEE99G/,12,53,0,0,0,0
Instagram,18071437346569669,en,English,10 Feb 2026,Sports,Funny,2026-02-10,2026-02-10T06:08:14+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkRfliEx9g/,1730,2840,18,0,2,21
Instagram,18122260423572690,en,English,10 Feb 2026,Crime,Shock -VE,2026-02-10,2026-02-10T02:33:35+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUj47c6DZpb/,3802,6248,23,0,2,27
Instagram,18393855463178219,hi,Hindi,02-10-2026,Sports,Happiness/ Joy,2026-02-10,2026-02-10T05:11:39+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkLCNYCTvJ/,14,40,2,0,0,2
Instagram,17906579484348228,hi,Hindi,02-10-2026,Current-Affairs,Sadness,2026-02-10,2026-02-10T02:59:16+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUj74jHCQo8/,17,54,2,0,0,2
Instagram,18066230636268402,ml,Malayalam,02-10-2026,Crime,Curious,2026-02-10,2026-02-10T06:06:53+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkRVgnE71i/,7,13,1,0,0,1
Instagram,18127959010536229,ta,Tamil,02-10-2026,Sports,Shock,2026-02-10,2026-02-10T05:10:12+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkK2bmGD-M/,7,44,2,0,0,2
Instagram,18340703515210852,en,English,10 Feb 2026,Entertainment,Controversy,2026-02-10,2026-02-10T17:21:50+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUlek7Sk_jm/,4578,7909,21,2,0,24
Instagram,18140451856491010,en,English,10 Feb 2026,Off-beat,Heartwarming,2026-02-10,2026-02-10T14:54:06+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUlNqo7EwZz/,143196,207612,3610,8,47,3769
Instagram,18089096665874852,en,English,10 Feb 2026,Entertainment,Curiosity,2026-02-10,2026-02-10T10:23:18+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkurCkgkYf/,3245,3471,23,0,1,24
Instagram,18185743813317536,en,English,10 Feb 2026,Crime,Shock -VE,2026-02-10,2026-02-10T09:29:02+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkodsSgkQC/,1865,2974,15,0,2,19
Instagram,18107475406701211,en,English,10 Feb 2026,Sports,Pride,2026-02-10,2026-02-10T08:12:56+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkfwzUEyCT/,1105,1688,12,0,0,13
Instagram,17999864360896707,en,English,10 Feb 2026,Crime,Anger,2026-02-10,2026-02-10T08:12:38+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkfukNkxjM/,1652,2773,13,1,1,15
Instagram,18088704152150551,en,English,10 Feb 2026,Off-beat,Pride,2026-02-10,2026-02-10T07:31:14+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUka_bYE74o/,1152,1855,6,0,0,6
Instagram,18123234478559931,en,English,10 Feb 2026,Entertainment,Controversy,2026-02-10,2026-02-10T07:11:39+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkYv1Wkx1-/,1343,2150,16,0,0,16
Instagram,18054793229437863,en,English,10 Feb 2026,Off-beat,Surprise +VE,2026-02-10,2026-02-10T07:11:16+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkYsiYAjue/,1372,2125,16,0,3,20
Instagram,18077275760608608,hi,Hindi,02-10-2026,Off-beat,Shock -VE,2026-02-10,2026-02-10T15:22:23+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUlQ5dVAqVC/,28,62,5,0,0,5
Instagram,18558703792065436,hi,Hindi,02-10-2026,Crime,Sadness,2026-02-10,2026-02-10T13:19:43+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUlC3oEEzAl/,17,51,4,0,0,4
Instagram,18004452953699988,hi,Hindi,02-10-2026,Crime,Shock -VE,2026-02-10,2026-02-10T09:54:00+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkrU-qE80h/,16,61,2,0,0,2
Instagram,17864056035505666,hi,Hindi,02-10-2026,Current-Affairs,Sadness,2026-02-10,2026-02-10T08:40:14+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUki4fAk9x_/,21,62,2,0,0,2
Instagram,18091283444013114,hi,Hindi,02-10-2026,Crime,Shock -VE,2026-02-10,2026-02-10T07:15:40+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkZNUXk8bK/,15,48,2,0,0,2
Instagram,18099079858922779,ml,Malayalam,02-10-2026,Sports,Curious,2026-02-10,2026-02-10T11:23:20+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUk1i2VAgh0/,6,11,2,0,0,2
Instagram,18011821280665829,ml,Malayalam,02-10-2026,Job,Proud,2026-02-10,2026-02-10T10:33:45+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkv3vZgmR3/,7,14,2,0,0,2
Instagram,17845204110686568,ml,Malayalam,02-10-2026,Politics,Happy,2026-02-10,2026-02-10T08:26:14+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkhRr3AgpA/,11,24,1,0,0,1
Instagram,17855653254615082,ml,Malayalam,02-10-2026,Entertainment,Surprise,2026-02-10,2026-02-10T07:22:14+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkZ9hmk99H/,5,9,3,0,0,3
Instagram,17939035419139171,ta,Tamil,02-10-2026,Off-beat,Surprise,2026-02-10,2026-02-10T12:28:08+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUk891WE1SQ/,6,29,1,0,0,1
Instagram,18125488039545769,ta,Tamil,02-10-2026,Crime,Shock,2026-02-10,2026-02-10T09:31:39+0000,2026-02-13 09:01:00,https://www.instagram.com/p/DUkoxUbEzcd/,13,48,2,0,0,2
Instagram,17857888206606174,hi,Hindi,02-11-2026,Current-Affairs,Breaking News,2026-02-11,2026-02-11T02:42:24+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUmeulbEyDi/,7,34,3,0,0,3
Instagram,18137467447494672,en,English,11 Feb 2026,Entertainment,Shock -VE,2026-02-11,2026-02-11T17:21:52+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUoDYTdDeY3/,2044,3583,12,0,0,13
Instagram,17947784147961776,en,English,11 Feb 2026,Off-beat,Wow! Amazing!,2026-02-11,2026-02-11T16:57:08+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUoAi5BCUAp/,3294,5470,23,0,0,24
Instagram,18081717082997015,en,English,11 Feb 2026,Off-beat,Curiosity,2026-02-11,2026-02-11T15:12:52+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUn0nPtD2Bd/,72884,109488,106,2,174,318
Instagram,17995244306877015,en,English,11 Feb 2026,International Politics,Funny,2026-02-11,2026-02-11T13:09:47+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUnmh50iVpg/,1499,2355,7,0,0,7
Instagram,17987787278943361,en,English,11 Feb 2026,Sports,Curiosity,2026-02-11,2026-02-11T12:38:00+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUni5QTDA2O/,1402,2236,10,0,0,11
Instagram,17993151512916597,en,English,11 Feb 2026,Current-Affairs,Patriotism,2026-02-11,2026-02-11T10:57:07+0000,2026-02-14 09:00:10,https://www.instagram.com/p/DUnXWghl3eF/,486,809,10,0,0,12
