post_created_date,reach,Genre.1,Emotions.1,caption,permalink,likes,comments,shares,saved,total_interactions,caption_short
6-Mar-2026,10.0,Entertainment,Controversy,"à´µà´¿à´µà´¾à´¹à´®àµ‹à´šà´¨ à´¹àµ¼à´œà´¿à´•àµà´•àµ à´ªà´¿à´¨àµà´¨à´¾à´²àµ† à´ªàµà´±à´¤àµà´¤àµ à´µà´¨àµà´¨ à´ªàµà´¤à´¿à´¯ à´¦àµƒà´¶àµà´¯à´™àµà´™à´³àµâ€ à´¸àµ‹à´·àµà´¯àµ½ à´®àµ€à´¡à´¿à´¯à´¯à´¿à´²àµà´‚ à´µàµˆà´±à´²à´¾à´¯à´¿ à´•à´´à´¿à´žàµà´žàµ
 ðŸ“¸ Credit: MediaOne TV
 
 MediaOneTV à´•àµ‚à´Ÿà´¾à´¤àµ† à´®à´±àµà´±àµ à´ªàµà´°à´®àµà´– à´®à´¾à´§àµà´¯à´®à´™àµà´™à´³àµà´‚ #dailyhunt à´²àµ‚à´Ÿàµ†
 
 à´¸à´®à´—àµà´°à´®à´¾à´¯ à´•à´¾à´´àµà´šà´ªàµà´ªà´¾à´Ÿàµà´•àµ¾à´•àµà´•àµà´‚, à´µà´¿à´¶à´•à´²à´¨à´™àµà´™àµ¾à´•àµà´•àµà´‚ #dailyhunt
 
 #Vijay #Trisha #Controversy #Viral #Entertainment","<a href=""https://www.instagram.com/p/DViH9TviPWG/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,à´µà´¿à´µà´¾à´¹à´®àµ‹à´šà´¨ à´¹àµ¼à´œà´¿à´•àµà´•àµ à´ªà´¿à´¨àµà´¨à´¾à´²àµ† à´ªàµà´±à´¤àµà´¤àµ à´µà´¨àµà´¨ à´ªàµà´¤à´¿à´¯ à´¦àµƒà´¶àµ
2-Apr-2026,11.0,Entertainment,Happiness,"हनुमान जयंती के पावन अवसर पर नितेश तिवारी की बहुप्रतीक्षित फिल्म 'रामायण' का 'रामा' टीज़र रिलीज़ कर दिया गया है। मर्यादा पुरुषोत्तम राम के रूप में रणबीर कपूर का दिव्य और ओजस्वी अवतार देख फैंस मंत्रमुग्ध हैं और सोशल मीडिया पर उनके लुक की जमकर तारीफ हो रही है। नमित मल्होत्रा द्वारा निर्मित इस महागाथा के टीज़र ने इंटरनेट पर आते ही तहलका मचा दिया है, जिससे दर्शकों की उत्सुकता सातवें आसमान पर पहुँच गई है। बजरंगबली के आशीर्वाद के साथ शुरू हुई यह सिनेमाई यात्रा वाकई अद्भुत लग रही है!
📸 Credit: WorldOfRamayana via IG

Read more from and other top sources on #dailyhunt
Get the full perspective from India's top voices

#RamayanaTeaser #Rama #Ramayana #RanbirKapoor #entertainment","<a href=""https://www.instagram.com/p/DWn63rHCWiE/"" target=""_blank"">link</a>",3.0,0.0,0.0,0.0,3.0,हनुमान जयंती के पावन अवसर पर नितेश तिवारी की बहुप्रतीक्षित फिल्म 'रामायण' का 'रामा' टीज़र रिलीज़ कर दिया गया है। मर्यादा पुरुषोत्तम राम के र
7-Mar-2026,11.0,Business,Shock -VE,"നിരക്ക് ഉയർന്നതോടെ സംസ്ഥാനത്ത് സിലിണ്ടറിന് 922 രൂപയായി. വാണിജ്യ സിലിണ്ടറിന്റെ വിലയിലും വർധനവുണ്ട്
📸 Credit: AI

Deepika കൂടാതെ മറ്റു പ്രമുഖ മാധ്യമങ്ങളും #dailyhunt ലൂടെ

സമഗ്രമായ കാഴ്ചപ്പാടുകൾക്കും, വിശകലനങ്ങൾക്കും #dailyhunt

#LPGPriceHike #GasCylinderPrice #LPGCylinder #DomesticLPG #business","<a href=""https://www.instagram.com/p/DVkfkpsCIJp/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,നിരക്ക് ഉയർന്നതോടെ സംസ്ഥാനത്ത് സിലിണ്ടറിന് 922 രൂപയായി. വാണിജ്യ സിലിണ്ടറിന്റെ വിലയിലും വർധനവുണ്ട് 📸 Credit: AI Deepika കൂടാതെ മറ്റു പ്രമുഖ മ
6-Apr-2026,12.0,Current-Affairs,Happiness,"PCS अधिकारी ज्योति मौर्य और उनके पति आलोक मौर्य एक बार फिर चर्चा में हैं। जानकारी के मुताबिक आलोक मौर्य ने अपनी जिंदगी में सकारात्मक बदलाव की ओर कदम बढ़ाया है। दरअसल, पत्नी ज्योति मौर्य के साथ चल रहा विवाद अब खत्म हो चुका है और दोनों ने आपसी सहमति से फिर साथ रहने का फैसला किया है।
📸 Credit: AI

#dailyhunt पर Live Hindustan सहित अन्य भरोसेमंद न्यूज़ चैनलों में पढ़ें पूरी खबर:

हर बड़ी आवाज़, हर बड़ी खबर— सिर्फ #dailyhunt ऐप पर।

#JyotiMaurya #AlokMaurya #NewBeginning #ViralNews #current","<a href=""https://www.instagram.com/p/DWy5gIsCE4i/"" target=""_blank"">link</a>",2.0,0.0,1.0,0.0,3.0,PCS अधिकारी ज्योति मौर्य और उनके पति आलोक मौर्य एक बार फिर चर्चा में हैं। जानकारी के मुताबिक आलोक मौर्य ने अपनी जिंदगी में सकारात्मक बदलाव क
6-Apr-2026,12.0,Current-Affairs,Sadness,"""நிமிஷத்தில் போன உயிர்!"".. தந்தை திட்டியதால் மாணவி எடுத்த விபரீத முடிவு..!!
📸 Credit: AI

#dailyhunt ல் Seithisolai உட்பட முன்னணி மூலங்களை வாசிக்கவும்

இந்தியாவின் முன்னணி ஆளுமைகள் வழங்கும் தெளிவான பார்வையை பெறுங்கள்!

#AcademicPressure #Villupuram #StudentSuicide #Parenting #current","<a href=""https://www.instagram.com/p/DWy2w5fF73x/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,"""நிமிஷத்தில் போன உயிர்!"".. தந்தை திட்டியதால் மாணவி எடுத்த விபரீத முடிவு..!! 📸 Credit: AI #dailyhunt ல் Seithisolai உட்பட முன்னணி மூலங்களை வா"
2-Apr-2026,13.0,Current-Affairs,Breaking News,"इलाहाबाद हाईकोर्ट ने महत्वपूर्ण फैसला सुनाते हुए कहा कि पति की अपनी पत्नी के भरण-पोषण की जिम्मेदारी उसकी मृत्यु के बाद भी समाप्त नहीं होती. ऐसे में विधवा को अपने ससुर से भरण-पोषण मांगने का अधिकार है. कोर्ट ने कहा, “यह स्थापित सिद्धांत है कि पति अपनी पत्नी के भरण-पोषण के लिए बाध्य है. यह दायित्व उसकी मृत्यु के बाद भी जारी रहता है और कानून विधवा को ससुर से भरण-पोषण मांगने की अनुमति देता है

Image Credit- AI

Dainik Jagran सहित अन्य भरोसेमंद न्यूज़ चैनलों पर पढ़ें पूरी खबर: https://dhunt.in/13Vpz5

हर बड़ी आवाज़, हर बड़ी खबर— सिर्फ #dailyhunt ऐप पर।

#AllahabadHighCourt #RightsOfWidow #Maintenance #current","<a href=""https://www.instagram.com/p/DWng4BeCVSb/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,इलाहाबाद हाईकोर्ट ने महत्वपूर्ण फैसला सुनाते हुए कहा कि पति की अपनी पत्नी के भरण-पोषण की जिम्मेदारी उसकी मृत्यु के बाद भी समाप्त नहीं होती. 
23-Mar-2026,13.0,Current-Affairs,Shock -VE,"पश्चिम एशिया संघर्ष पर प्रधानमंत्री नरेंद्र मोदी ने कहा: इस युद्ध से दुनिया में जो मुश्किल हालात बने हैं, उनका असर लंबे समय तक रहने की संभावना है, इसलिए हमें तैयार रहना चाहिए और एकजुट रहना चाहिए. हमने COVID के समय में एकता के साथ ऐसी चुनौतियों का सामना किया है और अब हमें फिर से तैयार रहने की ज़रूरत है
📸 Credit: AI

#dailyhunt पर The Bharat Now सहित अन्य भरोसेमंद न्यूज़ चैनलों में पढ़ें पूरी खबर:

हर बड़ी आवाज़, हर बड़ी खबर— सिर्फ #dailyhunt ऐप पर।

#PMModi #LokSabha #CovidUnity #IndiaTogether #current","<a href=""https://www.instagram.com/p/DWOjssuAsQW/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,"पश्चिम एशिया संघर्ष पर प्रधानमंत्री नरेंद्र मोदी ने कहा: इस युद्ध से दुनिया में जो मुश्किल हालात बने हैं, उनका असर लंबे समय तक रहने की संभाव"
5-Apr-2026,13.0,Off-beat,Surprise +VE,"मर्दानगी का 'महंगा' और खौफनाक सच! आज की डिजिटल दुनिया में दिशाहीन महसूस कर रहे अमीर और सफल मर्द अब ₹2.5 लाख से ₹15 लाख की भारी-भरकम फीस चुकाकर 75 घंटे का 'नरक' खरीद रहे हैं। कैलिफोर्निया से लेकर टेक्सास तक फैले इन 'मास्कुलिनिटी कैंप्स' में कड़ाके की ठंड, कीचड़ में रेंगना और नींद की कमी जैसी फौजी प्रताड़ना दी जाती है। आयोजकों का दावा है कि जब बर्फीले पानी और शारीरिक कष्ट से इंसान का अहंकार (Ego) टूटता है, तभी उसका असली फौलादी व्यक्तित्व उभरता है।
📸 Credit: AI

#dailyhunt पर Zee News Hindi सहित अन्य भरोसेमंद न्यूज़ चैनलों में पढ़ें पूरी खबर:

हर बड़ी आवाज़, हर बड़ी खबर— सिर्फ #dailyhunt ऐप पर।

#MasculinityCamp #Masculinity #75HourChallenge #discipline #offbeat","<a href=""https://www.instagram.com/p/DWwAbJcF_xf/"" target=""_blank"">link</a>",1.0,0.0,0.0,0.0,1.0,मर्दानगी का 'महंगा' और खौफनाक सच! आज की डिजिटल दुनिया में दिशाहीन महसूस कर रहे अमीर और सफल मर्द अब ₹2.5 लाख से ₹15 लाख की भारी-भरकम फीस चुका
24-Mar-2026,13.0,Current-Affairs,Controversy,"सुप्रीम कोर्ट ने एक ऐतिहासिक फैसले में स्पष्ट किया है कि हिंदू, सिख या बौद्ध धर्म के अलावा मुस्लिम या ईसाई धर्म अपनाने वाले व्यक्तियों का अनुसूचित जाति (SC) का दर्जा तुरंत समाप्त हो जाएगा। न्यायालय ने 1950 के राष्ट्रपति आदेश की धारा 3 का हवाला देते हुए आंध्र प्रदेश सरकार के फैसले को बरकरार रखा। कोर्ट के अनुसार, आरक्षण जाति पर आधारित है और धर्मांतरण के बाद व्यक्ति उस अधिसूचित श्रेणी का हिस्सा नहीं रहता। हालांकि, हिंदू धर्म से बौद्ध या सिख धर्म अपनाने वालों को आरक्षण का लाभ मिलता रहेगा।
📸 Credit: News18

#dailyhunt पर NDTV India Hindi सहित अन्य भरोसेमंद न्यूज़ चैनलों में पढ़ें पूरी खबर:

हर बड़ी आवाज़, हर बड़ी खबर— सिर्फ #dailyhunt ऐप पर।

#SupremeCourt #Reservation #SCST #Conversion #current","<a href=""https://www.instagram.com/p/DWQwlZMgrE7/"" target=""_blank"">link</a>",4.0,0.0,0.0,0.0,4.0,"सुप्रीम कोर्ट ने एक ऐतिहासिक फैसले में स्पष्ट किया है कि हिंदू, सिख या बौद्ध धर्म के अलावा मुस्लिम या ईसाई धर्म अपनाने वाले व्यक्तियों का अन"
6-Apr-2026,13.0,Current-Affairs,Shock -VE,"ബെഡ്ഷീറ്റില്‍ പൊതിഞ്ഞ നിലയിലായിരുന്നു കുഞ്ഞ്. ഉടൻ ഭർത്താവ് കുഞ്ഞിനെയും ഭാര്യയെയും ആശുപത്രിയില്‍ എത്തിച്ചെങ്കിലും കുഞ്ഞിന് ജീവനില്ലായിരുന്നു.
📸 Credit: AI

Asianet News Malayalam കൂടാതെ മറ്റു പ്രമുഖ മാധ്യമങ്ങളും #dailyhunt ലൂടെ

സമഗ്രമായ കാഴ്ചപ്പാടുകൾക്കും, വിശകലനങ്ങൾക്കും #dailyhunt

#MotherAndChild #Awareness #SadNews #Investigation #Current","<a href=""https://www.instagram.com/p/DWydFNsiFW8/"" target=""_blank"">link</a>",0.0,0.0,0.0,0.0,0.0,ബെഡ്ഷീറ്റില്‍ പൊതിഞ്ഞ നിലയിലായിരുന്നു കുഞ്ഞ്. ഉടൻ ഭർത്താവ് കുഞ്ഞിനെയും ഭാര്യയെയും ആശുപത്രിയില്‍ എത്തിച്ചെങ്കിലും കുഞ്ഞിന് ജീവനില്ലായിരുന്നു.
